,EventID,Start_Time,End_Time,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,Outage_Duration_In_Days,Risk_Classification
3734,3735,20/05/16 7:00,20/05/16 13:30,2016,5,PMC_AG,PMC,Approved,Consequential,68,"Goldfields Power was islanded due to planned Western Power works, refer to Dispatch Advisory 16397.",0.270833333,N/A
3735,3736,20/05/16 7:00,20/05/16 13:30,2016,5,STHRNCRS_EG,STHRNCRS,Approved,Consequential,23,Southern Cross Energy was islanded due to planned Western Power works refer to Dispatch Advisory 16397.,0.270833333,N/A
3736,3737,12/05/16 15:00,12/05/16 15:00,2016,5,AURICON_PNJ_U1,AURICON,Approved,Forced,24.477,"delayed ramp-up due to high fogging, evaporative cooler and water injection system",0,High Risk
3737,3738,09/05/16 16:00,09/05/16 16:00,2016,5,AURICON_PNJ_U1,AURICON,Approved,Forced,136.427,Late synchronisation due to communications failure between the control room and the unit,0,High Risk
3738,3739,19/05/16 17:00,19/05/16 21:00,2016,5,BW1_GREENWATERS_G2,GW,Approved,Consequential,82,Power station curtailed to 0MW at the request of Western Power,0.166666667,N/A
3739,3740,18/05/16 17:00,18/05/16 21:00,2016,5,BW1_GREENWATERS_G2,GW,Approved,Consequential,82,Power Station curtailed to 0MW at the request of Western Power,0.166666667,N/A
3740,3741,19/05/16 9:30,20/05/16 6:30,2016,5,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),21,ODOM,0.875,N/A
3741,3742,02/06/16 8:00,02/06/16 17:00,2016,6,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Scheduled (Planned),190,Routine Maintenance,0.375,N/A
3742,3743,26/05/16 8:00,26/05/16 17:00,2016,5,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,Routine Maintenance,0.375,N/A
3743,3744,19/05/16 11:00,20/05/16 0:00,2016,5,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),28.77,ODOM,0.541666667,N/A
3744,3745,10/05/16 19:30,10/05/16 19:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,29.566,Operational Issues caused real time forced outage.,0,High Risk
3745,3746,10/05/16 19:00,10/05/16 19:00,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,32.026,Operational Issues caused real time forced outage.,0,High Risk
3746,3747,05/06/16 17:30,14/06/16 15:30,2016,6,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),38,Maintenance,8.916666667,N/A
3747,3748,16/05/16 18:30,17/05/16 2:30,2016,5,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,176,Western Power?s SCADA System Commissioning,0.333333333,Medium Risk
3748,3749,16/05/16 18:00,16/05/16 18:00,2016,5,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,186,Western Power?s SCADA System Commissioning,0,Medium Risk
3749,3750,15/05/16 8:00,16/05/16 15:00,2016,5,COLLGAR_WF1,COLLGAR,Approved,Forced,206,Western Power?s SCADA System Commissioning,1.291666667,High Risk
3750,3751,16/05/16 12:30,16/05/16 17:30,2016,5,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,0,Western Power's SCADA System Commissioning,0.208333333,Medium Risk
3751,3752,15/05/16 8:00,16/05/16 12:00,2016,5,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,206,Western Power?s SCADA System Commissioning,1.166666667,Medium Risk
3752,3753,14/05/16 8:00,14/05/16 17:30,2016,5,COLLGAR_WF1,COLLGAR,Approved,Consequential,206,Western Power?s SCADA System Commissioning,0.395833333,N/A
3753,3754,16/05/16 12:00,16/05/16 17:30,2016,5,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,0,Western Power's SCADA System Commissioning,0.229166667,Medium Risk
3754,3755,17/05/16 17:00,17/05/16 21:00,2016,5,BW1_GREENWATERS_G2,GW,Approved,Consequential,82,Curtailed to 0MW at the request of Western Power.,0.166666667,N/A
3755,3756,15/05/16 8:00,16/05/16 12:00,2016,5,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,0,Western Power?s SCADA System Commissioning,1.166666667,Medium Risk
3756,3757,14/05/16 8:00,14/05/16 17:30,2016,5,COLLGAR_WF1,COLLGAR,Cancelled By Market Participant,Forced,0,Western Power?s SCADA System Commissioning,0.395833333,Medium Risk
3757,3758,04/06/16 7:00,06/06/16 16:30,2016,6,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Scheduled (Planned),143,Control upgrade and retune,2.395833333,N/A
3758,3759,28/05/16 18:00,01/05/16 16:30,2016,5,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Scheduled (Planned),143,Off line blade wash and control upgrade,27.0625,N/A
3759,3760,22/05/16 22:00,27/05/16 7:00,2016,5,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),227,RAH wash,4.375,N/A
3760,3761,24/05/16 7:30,30/05/16 7:00,2016,5,MELK_G7,MELK,Approved,Scheduled (Planned),211,Boiler inspection,5.979166667,N/A
3761,3762,01/06/16 9:00,01/06/16 16:30,2016,6,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,"Run both engines to FSNL for periodic schedule, no maintenance is planned.",0.3125,N/A
3762,3763,16/05/16 7:30,16/05/16 7:30,2016,5,PJRH_GT11,PJRH,Approved,Forced,18.5,FO,0,High Risk
3763,3764,15/05/16 22:30,16/05/16 7:00,2016,5,PJRH_GT11,PJRH,Approved,Forced,37,FO,0.354166667,High Risk
3764,3765,15/05/16 22:30,15/05/16 22:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,11.27,Low refinery steam demand - steam power imbalance,0,High Risk
3765,3766,15/05/16 22:00,15/05/16 22:00,2016,5,AUXC_WGP,AUXC,Approved,Forced,12.16,Low refinery steam demand - steam power imbalance,0,High Risk
3766,3767,15/05/16 21:30,15/05/16 21:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,11.41,Low refinery steam demand - steam power imbalance,0,High Risk
3767,3768,14/05/16 8:00,14/05/16 15:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Consequential,13,Merredin Energy curtailed to 69MW due to Western Power SCADA upgrade,0.3125,N/A
3768,3769,14/05/16 8:00,14/05/16 15:30,2016,5,ENRG_KALGOORLIE_GT3,ENRG,Approved,Forced,5,Constrained to 0MW by Western Power due to some SCADA Upgrade,0.3125,High Risk
3769,3770,14/05/16 8:00,14/05/16 15:30,2016,5,ENRG_KALGOORLIE_GT3,ENRG,Approved,Forced,5,Constrained to 0MW by Western Power due to some SCADA Upgrade,0.3125,High Risk
3770,3771,03/06/16 22:00,07/06/16 7:30,2016,6,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),217,Gas Air Heater casing leak,3.395833333,N/A
3771,3772,05/05/16 16:30,05/05/16 16:30,2016,5,PMC_AG,PMC,Approved,Forced,32.244,Operational issues caused real time forced outage.,0,High Risk
3772,3773,04/05/16 22:30,04/05/16 22:30,2016,5,PMC_AG,PMC,Approved,Forced,136.198,Operational issues caused real time forced outage.,0,High Risk
3773,3774,03/05/16 19:30,03/05/16 19:30,2016,5,PMC_AG,PMC,Approved,Forced,63.022,Operational issues caused real time forced outage.,0,High Risk
3774,3775,03/05/16 19:00,03/05/16 19:00,2016,5,PMC_AG,PMC,Approved,Forced,52.03,Operational issues caused real time forced outage.,0,High Risk
3775,3776,10/05/16 4:00,10/05/16 7:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,32,Operational Issues caused real time forced outage.,0.145833333,High Risk
3776,3777,10/05/16 3:00,10/05/16 3:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,32.204,Operational Issues caused real time forced outage.,0.020833333,High Risk
3777,3778,10/05/16 2:30,10/05/16 2:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,31.684,Operational Issues caused real time forced outage.,0,High Risk
3778,3779,09/05/16 16:00,09/05/16 16:00,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,33.988,Operational Issues caused real time forced outage.,0,High Risk
3779,3780,09/05/16 6:00,09/05/16 6:00,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,32.38,Operational Issues caused real time forced outage.,0,High Risk
3780,3781,09/05/16 5:30,09/05/16 5:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,28.486,Operational Issues caused real time forced outage.,0,High Risk
3781,3782,13/05/16 12:00,13/05/16 12:00,2016,5,AUXC_WGP,AUXC,Approved,Forced,9.07,Steam / Power Imblance,0,High Risk
3782,3783,12/05/16 22:30,12/05/16 22:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,11.86,Steam / Power Imblance,0,High Risk
3783,3784,12/05/16 22:00,12/05/16 22:00,2016,5,AUXC_WGP,AUXC,Approved,Forced,15.09,Steam / Power Imblance,0,High Risk
3784,3785,12/05/16 21:30,12/05/16 21:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,13.7,Steam / Power Imblance,0,High Risk
3785,3786,12/05/16 21:00,12/05/16 21:00,2016,5,AUXC_WGP,AUXC,Approved,Forced,9.15,Steam / Power Imblance,0,High Risk
3786,3787,12/05/16 18:00,12/05/16 18:00,2016,5,AUXC_WGP,AUXC,Approved,Forced,12.65,Steam / Power Imblance,0,High Risk
3787,3788,12/05/16 17:30,12/05/16 17:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,11.51,Steam / Power Imbalance,0,High Risk
3788,3789,15/05/16 8:00,15/05/16 14:30,2016,5,MWF_MUMBIDA_WF1,MCG,Cancelled By Market Participant,Forced,55,Reflecting the constraint to 0MW due to the SCADA System Outage for the weekend of 14 and 15 May 2016.,0.270833333,Low Risk
3789,3790,14/05/16 8:00,14/05/16 14:30,2016,5,MWF_MUMBIDA_WF1,MCG,Approved,Consequential,55,Reflecting the constraint to 0MW due to the SCADA System Outage for the weekend of 14 and 15 May 2016.,0.270833333,N/A
3790,3791,10/05/16 9:30,10/05/16 10:30,2016,5,PJRH_GT11,PJRH,Approved,Forced,123,FO,0.041666667,High Risk
3791,3792,09/05/16 4:30,15/05/16 15:30,2016,5,MELK_G7,MELK,Approved,Forced,115.9,Boiler feed pump failure,6.458333333,High Risk
3792,3793,09/05/16 4:30,03/05/16 7:00,2016,5,MELK_G7,MELK,Cancelled By Market Participant,Forced,205.9,Boiler feed pump failure,5.895833333,High Risk
3793,3794,05/05/16 14:00,05/05/16 14:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,11.3,Launder failure Furnace 2. For further information contact Simcoa Furnace Control on 9780 6670,0.020833333,High Risk
3794,3795,28/04/16 20:00,28/04/16 20:00,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,2.1,No crane available Furnace 1. For further information contact Simcoa Furnace Control on 9780 6670,0,High Risk
3795,3796,28/04/16 19:30,28/04/16 19:30,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,30.8,No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,0,High Risk
3796,3797,28/04/16 19:00,28/04/16 19:00,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,42,No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,0,High Risk
3797,3798,28/04/16 18:30,28/04/16 18:30,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,42,No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,0,High Risk
3798,3799,28/04/16 18:00,28/04/16 18:00,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,9.1,No crane available Furnace 1 & 2. For further information contact Simcoa Furnace Control on 9780 6670,0,High Risk
3799,3800,11/05/16 0:00,10/05/16 15:30,2016,5,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,"Western Power outage for ENAR 264270 was scheduled to end at 12:00, but enable signal was not restored until 16:00. Will request conversion to consequential.",0.354166667,N/A
3800,3801,16/05/16 7:00,23/05/16 22:00,2016,5,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),15,#2 Boiler Mini O/Haul,7.625,N/A
3801,3802,07/05/16 16:00,07/05/16 16:00,2016,5,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Enable signal was removed at 16:20. NOCC was contacted and enable signal was restored at 16:30. Site could not operate while enable signal was removed.,0,N/A
3802,3803,03/06/16 0:00,04/06/16 16:30,2016,6,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,Transformer HV testing,1.6875,N/A
3803,3804,31/05/16 8:00,02/05/16 11:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,Transformer HV testing,28.85416667,N/A
3804,3805,06/05/16 23:00,07/05/16 5:30,2016,5,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Islanded on request from Tronox due to weather warnings.,0.270833333,High Risk
3805,3806,07/05/16 17:30,07/05/16 17:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,9.17,Power/Steam imbalance in the plant,0,High Risk
3806,3807,14/05/16 8:00,14/05/16 15:30,2016,5,TESLA_PICTON_G1,TSLA_MGT,Cancelled By Market Participant,Scheduled (Planned),9.9,Western Power Outage- Requested by David Willey,0.3125,N/A
3807,3808,14/05/16 8:00,14/05/16 15:30,2016,5,TESLA_PICTON_G1,TSLA_MGT,Cancelled By Market Participant,Scheduled (Planned),9.9,Western Power Outage- Requested by David Willey,0.3125,N/A
3808,3809,05/05/16 9:30,06/05/16 0:00,2016,5,WEST_KALGOORLIE_GT2,WGUTD,Approved,Opportunistic Maintenance (Planned),36,ODOM,0.604166667,N/A
3809,3810,09/06/16 8:00,09/06/16 10:30,2016,6,PMC_AG,PMC,Approved,Scheduled (Planned),33,G03 OOS For Compressor Wash,0.104166667,N/A
3810,3811,08/06/16 7:00,08/06/16 15:30,2016,6,PMC_AG,PMC,Approved,Scheduled (Planned),33,G03 OOS For Maintenance,0.354166667,N/A
3811,3812,22/06/16 5:30,23/06/16 17:00,2016,6,STHRNCRS_EG,STHRNCRS,Cancelled By Market Participant,Scheduled (Planned),23,WMK OOS For Engine Change,1.479166667,N/A
3812,3813,22/06/16 5:30,23/06/16 17:00,2016,6,ENRG_KALGOORLIE_GT3,ENRG,Cancelled By Market Participant,Scheduled (Planned),0.1,WMK OOS Engine Change,1.479166667,N/A
3813,3814,31/05/16 5:00,31/05/16 18:30,2016,5,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,WMS OOS For Compressor Wash,0.5625,N/A
3814,3815,31/05/16 5:00,31/05/16 18:30,2016,5,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,WMS OOS Compressor Wash,0.5625,N/A
3815,3816,18/05/16 7:00,18/05/16 19:00,2016,5,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Scheduled (Planned),0,Replace damaged TK Fan Motors,0.5,N/A
3816,3817,01/05/16 7:30,01/05/16 11:30,2016,5,PMC_AG,PMC,Approved,Forced,34,GT Trip on loss of synchronism,0.166666667,High Risk
3817,3818,18/05/16 9:00,18/05/16 16:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,"Gas Turbines to LOCAL control, run up to crank speed, packages inspected internally, returned to SOCC control.",0.3125,N/A
3818,3819,16/06/16 5:00,16/06/16 17:00,2016,6,MELK_G7,MELK,Cancelled By Market Participant,Forced,211,Unit out of service for Western Power ENAR265811,0.5,High Risk
3819,3820,04/05/16 17:30,04/05/16 17:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,10.6,Power steam imbalance,0,High Risk
3820,3821,04/05/16 17:00,04/05/16 17:00,2016,5,AUXC_WGP,AUXC,Approved,Forced,9.89,Power steam imbalance,0,High Risk
3821,3822,03/05/16 9:30,03/05/16 17:30,2016,5,ENRG_KALGOORLIE_GT3,ENRG,Approved,Opportunistic Maintenance (Planned),24,ODOM,0.333333333,N/A
3822,3823,06/05/16 8:00,06/05/16 13:30,2016,5,COLLGAR_WF1,COLLGAR,Approved,Scheduled (Planned),240,Service of HP Bypass Control Valve,0.229166667,N/A
3823,3824,10/05/16 7:00,10/05/16 11:30,2016,5,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,Western Power Outage- Requested by David Willey. To accomodate ENAR 264270,0.1875,N/A
3824,3825,07/05/16 7:00,07/05/16 15:30,2016,5,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,Western Power Outage- Requested by David Willey. To accomodate Western Power outages  ENAR 227042 and ENAR 257245,0.354166667,N/A
3825,3826,03/05/16 5:30,03/05/16 7:30,2016,5,COLLGAR_WF1,COLLGAR,Approved,Forced,190,Late Synchronising Steam Turbine,0.083333333,High Risk
3826,3827,09/05/16 16:00,11/05/16 16:00,2016,5,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),15,GT / HRSG Maintenance,2,N/A
3827,3828,09/05/16 16:00,11/05/16 16:00,2016,5,AUXC_WGP,AUXC,Approved,Scheduled (Planned),25,GT / HRSG Maintenance,2,N/A
3828,3829,03/05/16 17:30,06/05/16 11:00,2016,5,PJRH_GT11,PJRH,Approved,Forced,116,FO,2.729166667,High Risk
3829,3830,02/05/16 9:30,02/05/16 11:30,2016,5,COLLGAR_WF1,COLLGAR,Approved,Forced,240,ST and GT forced outage,0.083333333,High Risk
3830,3831,02/05/16 6:00,02/05/16 9:00,2016,5,COLLGAR_WF1,COLLGAR,Approved,Forced,190,Forced Outage on Steam Turbine,0.125,High Risk
3831,3832,01/05/16 8:00,01/05/16 7:30,2016,5,ENRG_KALGOORLIE_GT3,ENRG,Approved,Forced,117.4,Unit unavailable for dispatch,0.020833333,High Risk
3832,3833,01/05/16 9:00,01/05/16 10:00,2016,5,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Loss of enable due to Western Power network issues requiring network switching. (Request to be made to convert to Consequential),0.041666667,N/A
3833,3834,01/05/16 18:30,01/05/16 18:30,2016,5,AUXC_WGP,AUXC,Approved,Forced,9.16,Steam / Power imbalance,0,High Risk
3834,3835,01/05/16 18:00,01/05/16 18:00,2016,5,AUXC_WGP,AUXC,Approved,Forced,9.79,Steam / Power imbalance,0,High Risk
3835,3836,01/05/16 0:00,30/05/16 13:30,2016,5,BW1_GREENWATERS_G2,GW,Approved,Forced,21,Launder failure and rebuild. For further information contact Simcoa Furnace Control on 9780 6670,29.5625,High Risk
3836,3837,03/05/16 8:00,03/05/16 14:30,2016,5,MELK_G7,MELK,Approved,Scheduled (Planned),163,Partial outage to allow internal access for precipitator repairs,0.270833333,N/A
3837,3838,26/04/16 15:30,03/04/16 17:00,2016,4,PJRH_GT11,PJRH,Approved,Forced,116,FO,22.9375,High Risk
3838,3839,26/04/16 10:30,26/04/16 15:00,2016,4,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),116,Opportune work,0.1875,N/A
3839,3840,16/04/16 10:30,16/04/16 10:30,2016,4,AURICON_PNJ_U1,AURICON,Approved,Forced,177.328,delayed synchronization due to failure of fuel drain valve close limit switch,0,High Risk
3840,3841,16/04/16 18:30,16/04/16 18:30,2016,4,MELK_G7,MELK,Cancelled By Market Participant,Forced,27.62,Additional DI instructed within interval when unit was already ramping. Unable to comply.,0,High Risk
3841,3842,16/04/16 18:00,16/04/16 18:00,2016,4,MELK_G7,MELK,Approved,Forced,13.9,Additional DI instructed within interval when unit was already ramping. Unable to comply.,0,High Risk
3842,3843,19/05/16 7:00,19/05/16 19:00,2016,5,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Scheduled (Planned),0,Outage required to replace damaged TK Fan,0.5,N/A
3843,3844,19/04/16 8:00,21/04/16 0:30,2016,4,PMC_AG,PMC,Approved,Forced,47.109,Operational issues caused real time forced outage.,1.6875,High Risk
3844,3845,16/04/16 10:30,19/04/16 7:30,2016,4,PMC_AG,PMC,Approved,Forced,47.109,Operational issues caused real time forced outage.,2.875,High Risk
3845,3846,16/04/16 10:00,16/04/16 10:00,2016,4,PMC_AG,PMC,Approved,Forced,86.105,Operational issues caused real time forced outage.,0,High Risk
3846,3847,16/04/16 9:00,16/04/16 9:30,2016,4,PMC_AG,PMC,Approved,Forced,76.841,Operational issues caused real time forced outage.,0.020833333,High Risk
3847,3848,16/04/16 8:30,16/04/16 8:30,2016,4,PMC_AG,PMC,Approved,Forced,85.32,Operational issues caused real time forced outage.,0,High Risk
3848,3849,26/04/16 17:00,26/04/16 17:00,2016,4,MELK_G7,MELK,Approved,Forced,33.52,Loss of temperature in the boiler,0,High Risk
3849,3850,26/04/16 16:30,26/04/16 16:30,2016,4,MELK_G7,MELK,Approved,Forced,44.35,Loss of temperature in the boiler,0,High Risk
3850,3851,29/05/16 17:30,05/05/16 17:00,2016,5,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),38,Maintenance,24.02083333,N/A
3851,3852,23/04/16 16:00,23/04/16 16:00,2016,4,AUXC_WGP,AUXC,Approved,Forced,9.28,Power/ Steam Imbalance,0,High Risk
3852,3853,21/04/16 0:00,21/04/16 0:00,2016,4,MELK_G7,MELK,Approved,Forced,7.9,operator was delayed in initiating ramp up ,0,High Risk
3853,3854,20/04/16 11:30,20/04/16 11:30,2016,4,MELK_G7,MELK,Approved,Forced,15.08,operator was delayed in initiating ramp up,0,High Risk
3854,3855,20/04/16 22:30,21/04/16 7:30,2016,4,MELK_G7,MELK,Approved,Forced,343.238,Rotary air heater wash,0.375,High Risk
3855,3856,04/05/16 7:00,04/05/16 19:00,2016,5,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Scheduled (Planned),0,Outage required to replace damaged TK Fan.,0.5,N/A
3856,3857,14/04/16 0:30,14/04/16 0:30,2016,4,AURICON_PNJ_U1,AURICON,Approved,Forced,190,Protective load shed trip,0,High Risk
3857,3858,14/04/16 0:00,14/04/16 0:00,2016,4,AURICON_PNJ_U1,AURICON,Approved,Forced,175.023,Protective load shed trip,0,High Risk
3858,3859,31/05/16 22:00,05/05/16 21:30,2016,5,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),217,"BW1 annual statutory outage.  Full C-Inspection, Boiler Chemical Clean, Blade Feathering.
Emergent work - boiler tube replacement.
",26.02083333,N/A
3859,3860,06/04/16 19:00,06/04/16 22:00,2016,4,TIWEST_COG1,TRMOS,Approved,Forced,0,Loss of auxiliary power on start up.,0.125,High Risk
3860,3861,18/04/16 22:00,19/04/16 4:00,2016,4,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Islanded due to Weather Warning.,0.25,High Risk
3861,3862,21/04/16 8:00,21/04/16 18:00,2016,4,PJRH_GT11,PJRH,Approved,Scheduled (Planned),123,Gas Skid  12M Maintenance,0.416666667,N/A
3862,3863,21/04/16 8:00,21/04/16 9:00,2016,4,MELK_G7,MELK,Approved,Scheduled (Planned),343.238,Extension to air heater wash outage (#227046 & #227068),0.041666667,N/A
3863,3864,12/04/16 21:30,13/04/16 10:00,2016,4,MELK_G7,MELK,Approved,Forced,227,Unit unavailable for dispatch.,0.520833333,High Risk
3864,3865,11/04/16 11:00,11/04/16 11:00,2016,4,AURICON_PNJ_U1,AURICON,Approved,Forced,190,Unit trip,0,High Risk
3865,3866,11/04/16 10:30,11/04/16 10:30,2016,4,AURICON_PNJ_U1,AURICON,Approved,Forced,165.627,Unit trip,0,High Risk
3866,3867,15/04/16 18:00,15/04/16 18:30,2016,4,PJRH_GT11,PJRH,Approved,Forced,123,FO,0.020833333,High Risk
3867,3868,16/04/16 15:00,16/04/16 15:00,2016,4,AUXC_WGP,AUXC,Approved,Forced,11.22,Refinery Issues - Steam/Power Imbalance,0,High Risk
3868,3869,16/04/16 14:30,16/04/16 14:30,2016,4,AUXC_WGP,AUXC,Approved,Forced,11.71,Refinery Issues - Steam/Power Imbalance,0,High Risk
3869,3870,16/04/16 14:00,16/04/16 14:00,2016,4,AUXC_WGP,AUXC,Approved,Forced,13.62,Refinery Issues - Steam/Power Imbalance,0,High Risk
3870,3871,16/04/16 13:30,16/04/16 13:30,2016,4,AUXC_WGP,AUXC,Approved,Forced,12.47,Refinery Issues - Steam/Power Imbalance,0,High Risk
3871,3872,04/04/16 5:30,04/04/16 13:00,2016,4,MELK_G7,MELK,Approved,Forced,100,Feedwater restriction.,0.3125,High Risk
3872,3873,15/04/16 9:00,15/04/16 9:00,2016,4,STHRNCRS_EG,STHRNCRS,Approved,Forced,23,Generator offline for minor maintenance,0,Medium Risk
3873,3874,13/04/16 15:00,15/04/16 0:30,2016,4,PJRH_GT11,PJRH,Approved,Forced,116,Gas Skid  12M Maintenance,1.395833333,High Risk
3874,3875,06/04/16 5:00,06/04/16 5:00,2016,4,PMC_AG,PMC,Approved,Forced,167.3,Operational issues caused real time forced outage.,0,High Risk
3875,3876,11/04/16 2:00,11/04/16 2:00,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,27.454,Operational Issues caused real time forced outage.,0,High Risk
3876,3877,11/04/16 1:30,11/04/16 1:30,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,35.436,Operational Issues caused real time forced outage.,0,High Risk
3877,3878,08/04/16 20:30,08/04/16 20:30,2016,4,BW1_GREENWATERS_G2,GW,Approved,Forced,179.54,Operational Issues caused real time forced outage.,0,High Risk
3878,3879,11/04/16 8:30,12/04/16 6:30,2016,4,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Islanded due to severe weather warning on instruction from Tronox,0.916666667,High Risk
3879,3880,13/04/16 23:00,13/04/16 23:00,2016,4,PJRH_GT11,PJRH,Approved,Forced,116,FO,0,High Risk
3880,3881,10/04/16 22:00,11/04/16 1:00,2016,4,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Islanded due to severe weather warning on instruction from Tronox,0.125,High Risk
3881,3882,06/05/16 8:00,06/05/16 11:30,2016,5,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),38,Gas work,0.145833333,N/A
3882,3883,06/05/16 0:00,05/05/16 16:30,2016,5,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),36,Gas work,0.3125,N/A
3883,3884,10/04/16 6:30,10/04/16 13:00,2016,4,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Islanded due to severe weather warning on instruction from Tronox,0.270833333,High Risk
3884,3885,05/05/16 8:00,05/05/16 11:30,2016,5,MUNDARING_GT1,MUND,Approved,Scheduled (Planned),36,Gas work,0.145833333,N/A
3885,3886,09/04/16 21:00,10/04/16 4:30,2016,4,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Islanded due to Severe Weather Warning on instruction from Tronox,0.3125,High Risk
3886,3887,13/04/16 15:00,13/04/16 15:00,2016,4,AUXC_WGP,AUXC,Approved,Forced,12.46,Steam / Power Imbalance,0,High Risk
3887,3888,13/04/16 14:30,13/04/16 14:30,2016,4,AUXC_WGP,AUXC,Approved,Forced,12.07,Steam /Power Imbalance,0,High Risk
3888,3889,13/04/16 2:30,13/04/16 2:30,2016,4,AUXC_WGP,AUXC,Approved,Forced,10.42,Steam / Power Imbalance,0,High Risk
3889,3890,13/04/16 2:00,13/04/16 2:00,2016,4,AUXC_WGP,AUXC,Approved,Forced,10.02,Steam / Power Imbalance,0,High Risk
3890,3891,13/04/16 1:30,13/04/16 1:30,2016,4,AUXC_WGP,AUXC,Approved,Forced,10.84,Steam / Power Imbalance,0,High Risk
3891,3892,13/04/16 1:00,13/04/16 1:00,2016,4,AUXC_WGP,AUXC,Approved,Forced,9.92,Steam / Power Imbalance,0,High Risk
3892,3893,13/04/16 12:30,13/04/16 12:30,2016,4,AUXC_WGP,AUXC,Approved,Forced,9.21,Steam / Power Imbalance,0,High Risk
3893,3894,16/04/16 8:00,16/04/16 17:00,2016,4,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),55,Unit OOS,0.375,N/A
